,Date,Close,High,Low,Open,Volume
0,2025-04-17,32.439998626708984,41.79999923706055,32.0,33.75,14716000
1,2025-04-21,30.65999984741211,35.86000061035156,30.079999923706055,33.5,5470000
2,2025-04-22,31.030000686645508,32.290000915527344,29.0,31.920000076293945,4516500
3,2025-04-23,32.70000076293945,34.84000015258789,31.610000610351562,32.22999954223633,3448400
4,2025-04-24,31.299999237060547,32.650001525878906,31.139999389648438,32.650001525878906,1575200
5,2025-04-25,31.110000610351562,31.559999465942383,30.600000381469727,31.559999465942383,919800
6,2025-04-28,34.5,34.59000015258789,31.440000534057617,31.5,3083900
7,2025-04-29,35.400001525878906,39.470001220703125,35.29999923706055,36.0,3735100
8,2025-04-30,33.4900016784668,35.40999984741211,32.70000076293945,35.29999923706055,1850100
9,2025-05-01,34.7599983215332,35.380001068115234,33.560001373291016,33.60499954223633,813200
10,2025-05-02,35.689998626708984,35.90999984741211,34.599998474121094,35.79999923706055,785500
11,2025-05-05,35.11000061035156,35.4900016784668,34.5,35.11000061035156,501400
12,2025-05-06,34.599998474121094,36.45500183105469,33.869998931884766,35.630001068115234,1045200
13,2025-05-07,32.02000045776367,34.25,31.6200008392334,34.25,1805800
14,2025-05-08,32.5,33.189998626708984,31.610000610351562,32.349998474121094,1065100
15,2025-05-09,32.0,32.47999954223633,31.520000457763672,32.2400016784668,573600
16,2025-05-12,30.700000762939453,33.0,30.010000228881836,32.81999969482422,1951300
17,2025-05-13,27.360000610351562,30.350000381469727,27.209999084472656,30.100000381469727,2354900
18,2025-05-14,28.940000534057617,30.545000076293945,28.260000228881836,28.260000228881836,1659600
19,2025-05-15,30.010000228881836,30.479999542236328,28.559999465942383,28.780000686645508,834100
20,2025-05-16,29.540000915527344,30.600000381469727,28.5,30.100000381469727,857400
21,2025-05-19,29.8700008392334,30.56999969482422,28.700000762939453,29.540000915527344,751400
22,2025-05-20,29.15999984741211,31.649999618530273,29.0,30.040000915527344,1367500
23,2025-05-21,29.739999771118164,30.759000778198242,29.350000381469727,29.450000762939453,1148400
24,2025-05-22,29.799999237060547,30.270000457763672,29.149999618530273,29.600000381469727,396900
25,2025-05-23,29.6200008392334,29.75,28.799999237060547,29.280000686645508,292700
26,2025-05-27,29.579999923706055,31.469999313354492,29.350000381469727,30.889999389648438,1770600
27,2025-05-28,30.8799991607666,31.040000915527344,29.200000762939453,29.5,1007800
28,2025-05-29,30.979999542236328,31.0,30.0,30.90999984741211,1073300
29,2025-05-30,28.010000228881836,30.860000610351562,27.8799991607666,30.860000610351562,1681200
30,2025-06-02,30.790000915527344,30.950000762939453,27.600000381469727,28.860000610351562,1322400
31,2025-06-03,30.459999084472656,31.469999313354492,30.31999969482422,30.389999389648438,1120100
32,2025-06-04,35.08000183105469,35.41999816894531,30.985000610351562,31.079999923706055,2517200
33,2025-06-05,31.65999984741211,33.9900016784668,31.549999237060547,33.0,2408900
34,2025-06-06,32.58000183105469,33.0,31.950000762939453,32.36000061035156,803500
35,2025-06-09,32.75,33.69499969482422,31.399999618530273,33.11000061035156,1280000
36,2025-06-10,30.639999389648438,32.20000076293945,30.389999389648438,32.20000076293945,1238500
37,2025-06-11,30.899999618530273,31.309999465942383,30.329999923706055,30.700000762939453,719900
38,2025-06-12,30.0,30.969999313354492,29.57900047302246,30.760000228881836,1366100
39,2025-06-13,29.3799991607666,30.100000381469727,29.225000381469727,29.799999237060547,752200
40,2025-06-16,29.59000015258789,30.200000762939453,29.31999969482422,29.780000686645508,760700
41,2025-06-17,28.290000915527344,29.43000030517578,28.040000915527344,29.3799991607666,1373800
42,2025-06-18,28.299999237060547,28.459999084472656,27.959999084472656,28.149999618530273,740000
43,2025-06-20,28.479999542236328,28.899999618530273,27.989999771118164,28.40999984741211,757000
44,2025-06-23,28.270000457763672,28.290000915527344,27.511999130249023,28.079999923706055,936100
45,2025-06-24,28.1299991607666,28.8799991607666,27.799999237060547,28.8799991607666,615900
46,2025-06-25,25.649999618530273,28.3700008392334,25.510000228881836,28.200000762939453,3501100
47,2025-06-26,26.059999465942383,26.1299991607666,25.260000228881836,25.649999618530273,1502800
48,2025-06-27,26.260000228881836,26.860000610351562,25.84000015258789,26.0,549800
49,2025-06-30,26.110000610351562,26.450000762939453,25.729999542236328,26.350000381469727,774200
50,2025-07-01,26.200000762939453,27.100000381469727,26.1299991607666,26.420000076293945,655500
51,2025-07-02,26.860000610351562,27.600000381469727,26.690000534057617,26.709999084472656,1317800
52,2025-07-03,27.299999237060547,27.68000030517578,26.864999771118164,26.920000076293945,911600
